"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.584171711097","64.0580024830713","65.4395864654571","66.6455730895546","67.6394919951055","68.6699386357674","69.511083171394","70.3515848132413","71.1020450357482","71.6667996818566","72.1593526069329","72.692798411912","73.3085933661861","73.8529390213272","74.3331100401688","74.9727388957156","75.4572461647601","75.8364384071278","76.2948418020317","76.6696469903294","77.073572934547","77.3711399773384","77.8303239391145","","",
"Mexico","MEX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5","83.3","83.7","84.3","84.8","85.2","85.2","85.3","85.4","85.2","85.1","84.8","84.7","84.6","84.4","84.5","84.7","84.8","85","85.2","85.4","85.7","85.7","","",
"Marshall Islands","MHL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","9.8","12.7","16.8","21.7","27.7","34.2","41","46.9","52.4","56.8","59.5","61.6","63","63.9","64.3","64.7","64.9","65.1","64.7","64.8","64.6","64","","",
"Middle income","MIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6762624928512","39.5350990158405","40.5262716586022","41.4784690914064","42.5640957884351","43.5185951992044","44.7339112723016","46.0050422348465","47.4870096560404","49.0382155094041","50.6569445248378","52.393708249197","54.1974672340029","56.2158412249158","58.1379567938948","60.1451725438079","62.3126544553404","64.3986482041207","66.6417350537357","68.7170521908495","70.8171079239378","72.7248619371572","74.5791775053358","","",
"North Macedonia","MKD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.7","56.4","57.7","59.2","60.1","62.3","63","64.55","65.45","66.75","68.1","69.2","70.3","71.5","72.6","73.5","75.1","75.7","76.8","78.2","79.6","80.2","81.3","","",
"Mali","MLI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.8","0.8","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1","0.9","0.9","1","1","1","1.1","1.1","1.2","1.2","","",
"Malta","MLT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Myanmar","MMR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2.2","2.5","2.9","3.4","3.9","4.5","5.4","6.4","7.6","9.1","10.9","13.1","15.3","18","20.9","24.3","27.9","31.9","36.1","40.75","45.9","50.7","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.936811099443","61.4620342330633","62.8941568666018","64.1456396108374","65.1753295930257","66.2445555492139","67.0992979003723","67.9349843114329","68.6783209435252","69.2409063891666","69.8099063576961","70.3436192020798","70.9541339623536","71.4742875880479","71.961119427414","72.5885550433799","73.0680242162024","73.4889080178301","74.0404628248137","74.4802594731448","74.9040517422831","75.2911027411907","75.7405974113114","","",
"Montenegro","MNE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1","67.4","66.9","66.8","66.3","65.8","65.45","64.8","64.2","63.65","63","62.8","62.2","61.9","61.8","61.4","61.6","61.6","61.75","61.85","62.1","62.3","62.6","","",
"Mongolia","MNG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","23","23.6","24.4","25","26.1","27.3","28.8","30.7","32.7","34.9","36.8","38.6","40.7","42.7","44.3","45.9","47.6","48.9","50.4","51.7","52.9","54.2","","",
"Northern Mariana Islands","MNP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2.2","2.3","2.4","2.4","2.6","2.6","2.8","2.9","3.1","3.3","3.4","3.5","3.7","3.9","4.2","4.5","4.6","4.9","5.2","5.6","6","","",
"Mauritania","MRT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6","31.2","33","34.5","36","37.1","38.4","39.2","40.1","40.9","41.5","41.8","42.6","42.9","43.5","44.2","44.6","45.2","46","46.5","47.3","48.2","48.9","","",
"Mauritius","MUS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8","93.6","94.4","95","95.7","96","96.4","96.8","97.1","97.4","97.6","97.8","98.1","98.3","98.4","98.5","98.7","98.8","98.8","98.9","98.9","99","99","","",
"Malawi","MWI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05","2.1","2.1","2.1","2.1","2.1","2.1","2.2","2.2","2.3","2.3","2.4","2.4","2.4","2.3","2.3","2.2","2","1.9","1.8","1.7","1.5","1.4","","",
"Malaysia","MYS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.8","98","98.1","98.1","98.1","98","97.8","97.5","97.2","96.9","96.5","95.9","95.2","94.5","93.5","92.7","91.6","90.7","89.5","88.2","86.9","86","84.1","","",
"North America","NAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Namibia","NAM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8","34.4","35.1","35.8","36.5","37.2","37.9","38.6","39.45","39.9","40.7","41.3","42.3","42.8","43.5","44.2","44.8","45.5","46","46.5","46.9","47.2","47.4","","",
"New Caledonia","NCL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.9","0.9","0.9","0.9","0.9","1","1.1","1.1","1.2","1.2","1.4","1.5","1.7","2","2.2","2.6","2.9","3.3","3.7","4.3","4.9","5.7","","",
"Nigeria","NGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","1","1","1.1","1.2","1.4","1.5","1.8","2.1","2.5","3.2","4.1","5.5","7.3","9.8","12.9","16.35","19.8","23","25.6","","",
"Nicaragua","NIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34.9","36","36.9","38.1","38.8","39.9","40.9","42","43.2","44.4","45.7","46.9","48.3","49.6","51","52.1","53.4","54.6","55.9","56.9","58.1","59.2","","",
"Netherlands","NLD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Norway","NOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Nepal","NPL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","6.7","8.1","9.8","11.4","13","14.9","16.5","18.1","19.7","21.4","23","24.7","26.4","28.1","29.7","31.3","32.8","34.3","35.5","36.9","38.4","39.6","","",
"Nauru","NRU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"New Zealand","NZL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"OECD members","OED","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2579329182199","97.3794243908186","97.45774377098","97.5531955828394","97.6246475838059","97.7030077374402","97.7464906564441","97.7744533756779","97.8089856058972","97.8240358210089","97.8365936006319","97.8423896695507","97.8476374813722","97.8598884939029","97.8687734358191","97.8904894943388","97.9349260929656","97.9605565791475","98.0003898659166","98.0325359485016","98.0731593279081","98.1034555599342","98.1110933993183","","",
"Oman","OMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Other small states","OSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8486457419609","58.9743043215908","59.2457828300218","59.7370061727103","60.3967702141122","61.0033174253357","61.5232552083923","62.0226102746738","62.4875366761671","62.9086900967072","63.3317988914432","63.7766589074464","64.1229112657568","64.4671641671294","64.8924178428463","65.1789723228984","65.5401696797092","65.8500186081551","66.1521277282156","66.4627487368208","66.6658620736031","66.8829192317042","67.1597092606862","","",
"Pakistan","PAK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","24.4","25.8","27.1","27.9","29.2","30.2","31.6","32.8","34","35.3","36.5","37.95","39.1","40.4","42","43.3","44.5","46.3","47.8","49.4","51","52.6","","",
"Panama","PAN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Peru","PER","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","45.35","48.7","51.2","53.8","55.9","58.1","60.1","61.9","63.9","65.7","67.8","69.8","71.7","73.7","75.5","77.6","79.5","81.4","83.3","84.8","86.4","88.1","","",
"Philippines","PHL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5","39.1","39.9","40","40.2","40.4","40.4","40.3","40.3","40.2","40.1","40.5","40.9","42","42.9","44.2","45.7","47.8","49.9","52.3","54.6","56.9","59.1","","",
"Palau","PLW","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2","53.3","52.6","52.4","51.6","51.6","50.3","49.8","49.15","47.45","46.7","45.3","44.1","43.45","40.7","40","39.1","36.5","34.8","33.4","33.2","31.2","29.45","","",
"Papua New Guinea","PNG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.5","5.6","5.65","5.9","6.1","6.2","6.5","6.9","7.3","7.7","7.9","8.4","8.5","8.9","8.9","9.1","9.3","9.5","9.5","9.6","9.8","10","","",
"Poland","POL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Pre-demographic dividend","PRE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24036768278039","7.6942774494273","8.14176054556361","8.60076913727977","9.06919492404504","9.55175029419459","9.9357388859231","10.254727977881","10.6464703485248","11.1340343610372","11.5977953119644","12.0518502801287","12.6343889933459","13.2283145902953","13.9327922652642","14.6986005134692","15.6077848586932","16.6569299036488","17.8385156978927","19.1515334777967","20.4701714594134","21.6970955117849","22.8661486196761","","",
"Puerto Rico (US)","PRI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.6","1.8","2.1","2.4","2.8","3.4","3.9","4.4","5","5.6","6.2","6.8","7.5","8.1","8.8","9.3","10","10.6","11.3","12.3","13.2","13.9","","",
"Portugal","PRT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Paraguay","PRY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9","49","48.8","48.9","49","49.3","50.2","51.6","53.1","55","56.9","59.3","61.1","62.8","64.4","65.5","66.4","67.2","67.7","68.1","68.3","68.6","68.5","","",
"West Bank and Gaza","PSE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8903429706298","20.1355264397948","20.3864069264482","20.7018194447588","21.082398130044","21.5044211390723","21.8994571758653","22.4037881103402","22.9993584036338","23.4709188819584","24.1162884669732","24.5822193468996","25.2225739011975","25.8636061640056","26.5105635582093","27.2008401100741","28.1270083994069","28.8395828046147","29.6323261640694","30.3839690484051","31.3012227983427","32.011780378009","32.6553509931481","","",
"Post-demographic dividend","PST","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8611441513484","98.9514516840932","99.0305474908636","99.1019247227346","99.163589067659","99.2298614320374","99.2801628307746","99.3124962955559","99.3605078664339","99.3906718315951","99.4227514354606","99.4425784646604","99.4739259339195","99.4926779186735","99.5099376765642","99.5318376248006","99.5379196879623","99.5430742388654","99.561407218642","99.568015171706","99.5680543496012","99.5699810116922","99.5835769703027","","",
"French Polynesia","PYF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Romania","ROU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Russian Federation","RUS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9","99.9","99.9","99.9","99.8","99.8","99.7","99.7","99.7","99.6","99.6","99.5","99.5","99.6","99.5","99.5","99.5","99.5","99.5","99.4","99.3","99.4","","",
"Rwanda","RWA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.4","0.5","0.7","0.9","1.2","1.7","2.4","3.3","4.6","6.2","8.3","","",
"South Asia","SAS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6113812370133","21.7785898058872","22.8597990511342","23.6928061955776","24.8993093421361","25.6705209545722","26.7895994327987","28.0677544509236","29.2527980186588","30.6832891500748","32.4801334239458","34.280268723994","36.1630106394583","38.7552074103872","40.9979162892995","43.7895145918796","46.9960763659893","50.1286440226954","54.0268163128873","57.3517377778331","61.5242586961748","64.9220993615262","68.580874393044","","",
"Saudi Arabia","SAU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sudan","SDN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8.6","10.7","12.6","15","17.7","20.5","23.6","26","29.5","32.8","35.8","39","41.9","45.1","48","51.1","54.1","56.25","58.9","61","62.8","65.6","","",
"Senegal","SEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9","36","37","38","38.4","38.5","38.2","37.7","36.5","35.2","33.6","31.9","30.7","29","28.2","27.5","27.3","27.7","28.2","28.85","30","31.3","32.3","","",
"Singapore","SGP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Solomon Islands","SLB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","8.65","8.4","8.4","8.5","8.4","8.3","8.2","8.2","8.2","8.2","8.1","8.1","8.3","8.3","8.3","8.4","8.4","8.4","8.6","8.8","8.8","8.7","","",
"Sierra Leone","SLE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.5","0.6","0.6","0.7","0.7","0.7","0.8","0.8","1","","",
"El Salvador","SLV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6","60.6","62.4","64.4","66.15","67.8","69.5","71.4","73.1","75.2","77","78.6","80.4","82.1","83.8","85.3","87","88.3","89.7","90.9","91.9","92.9","93.8","","",
"San Marino","SMR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Somalia, Fed. Rep.","SOM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.5","0.5","0.55","0.6","0.7","0.8","0.9","1.1","1.2","1.4","1.6","1.7","2","2.4","2.7","3","3.3","3.9","4.2","4.8","","",
"Serbia","SRB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.4","58.5","59.7","60.6","61.6","62.9","63.5","64.7","65.5","66.4","67.4","68.2","69.45","70.3","71.6","72.9","74","75.8","77.1","78.7","80.4","81.5","82.9","","",
"Sub-Saharan Africa (excluding high income)","SSA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71252820723398","9.98781665857038","10.2757637743842","10.5971620168569","10.9237624642274","11.2824376347113","11.6611846029815","12.0378421070455","12.4021829587407","12.8080135392829","13.2295560907265","13.6185633418984","14.0765413683115","14.5699067281681","15.2032991007296","15.9323837447113","16.7828494430096","17.7436868582302","18.8971703695448","20.1471567869273","21.4257603442558","22.6137334040059","23.7583194802281","","",
"South Sudan","SSD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.3","0.3","0.2","0.2","0.1","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Sub-Saharan Africa","SSF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.85109970685606","9.0956024556204","9.35164984929991","9.6474561345457","9.94832613492735","10.2683857002333","10.6269377849847","10.9734946185169","11.3197595742186","11.7137643725788","12.1220930730405","12.5105759549654","12.9616579742066","13.4456992297376","14.0556544930521","14.7615790084379","15.5858431728747","16.4986566457088","17.5951838859024","18.7778111770342","20.0056130092159","21.1314966386594","22.239945329929","","",
"Small states","SST","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7562010107089","62.8764056697201","63.0910258967226","63.4530251584151","63.9484817166917","64.271472371275","64.6511556686629","65.0345290468663","65.4000366866347","65.7282939741899","66.0641419215713","66.3854088719883","66.667832266409","66.9424770210218","67.2680408585484","67.515143726162","67.8271516779055","68.0794418474649","68.3637527643533","68.649938181884","68.8510740669357","69.0322562196547","69.2334398890732","","",
"Sao Tome and Principe","STP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.3","0.4","0.4","0.5","0.6","0.6","0.7","0.9","1","1.1","1.3","1.5","1.7","1.9","2.1","2.4","2.6","2.8","3.1","3.4","3.7","4.1","","",
"Suriname","SUR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.5","76.9","78.4","79.5","81.1","82.1","83.3","84.4","85.4","86.4","87.3","88.15","89.2","89.9","90.7","91.5","92.2","92.9","93.6","94.3","94.7","95.1","95.5","","",
"Slovak Republic","SVK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Slovenia","SVN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sweden","SWE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Eswatini","SWZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9","25.7","27.2","28.6","29.6","31.2","32.6","34.1","35.8","37.5","39.1","41.3","42.5","43.7","45.2","45.8","46.7","47.2","47.7","48.1","48.6","48.8","48.9","","",
"Sint Maarten (Dutch part)","SXM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Syrian Arab Republic","SYR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4","98.7","98.7","98.8","98.9","98.9","98.8","98.7","98.7","98.5","98.3","98","97.6","97.2","96.8","96.3","95.7","95","94.6","93.6","92.5","91.5","90.5","","",
"Turks and Caicos Islands","TCA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
